% Model:              prototipo thgem_Garfield_2_1_light_3.mph
% Version:            COMSOL 5.1.0.234
% Date:               Sep 30 2020, 18:40
% Dimension:          3
% Nodes:              14326
% Expressions:        1
% Description:        Electric potential
% Length unit:        mm
% x             y              z              V (V)
0.0052353       0.015852       -0.0019185     6.2031
0.0042806       0.016809       -0.0038371     13.513
0.0056379       0.013270       -0.0032345     12.160
-8.3801E-19     0.016808       -0.0029645     10.016
0.0020852       0.016305       -0.0019185     6.0677
-1.6760E-18     0.017993       -0.0059290     22.542
0.0021812       0.017487       -0.0048830     17.918
-6.1836E-19     0.013220       -0.0026339     10.017
-1.4564E-18     0.014406       -0.0055983     21.846
0.0021403       0.013814       -0.0045524     17.558
-1.2367E-18     0.010819       -0.0052677     20.662
0.0030583       0.012840       -0.0026339     9.9998
0.0034976       0.010275       -0.0039498     15.395
-1.1750E-18     0.0098116      -0.0020431     8.0089
0.0034976       0.0092677      -7.2520E-4     2.8728
0.015480        -0.0093782     0.0077636      -29.683
0.014651        -0.0093782     0.011309       -42.895
0.018839        -0.0093782     0.0093725      -36.565
0.017991        -0.0060053     0.0096973      -37.706
0.013078        -0.0055989     0.0090076      -34.076
0.012250        -0.0055989     0.012553       -46.942
0.015589        -0.0022259     0.010941       -42.215
0.010677        -0.0018195     0.010252       -38.589
0.020620        -0.0093782     0.0075731      -29.680
0.019041        -0.0093782     0.0041650      -16.092
0.022620        -0.0073760     0.0039623      -15.147
0.023206        -0.0093782     0.0050470      -19.531
0.025000        -0.0093782     1.2212E-17     -0.068034
0.025678        -0.0074272     0.0018798      -5.9865
0.022020        -0.0093782     0.0020825      -7.8644
0.026186        -0.0093782     0.0029645      -10.056
0.025817        -0.0022309     0.0044710      -16.141
0.021916        -0.0015696     0.0046423      -17.841
0.022488        -0.0046949     0.0039309      -14.887
0.023429        -0.0039548     0.0065651      -25.756
0.018776        -0.0040160     0.0041021      -15.855
0.019639        -0.0033242     0.0078665      -30.911
0.017260        -0.0093782     0.0059643      -22.988
0.018909        -0.0066971     0.0041335      -15.958
0.017128        -0.0066971     0.0059329      -22.874
0.020488        -0.0066971     0.0075417      -29.599
0.020259        -5.2653E-4     0.0020511      -7.7453
0.017209        -9.4498E-4     0.0049152      -19.028
0.024809        -0.0062964     0.0000         -0.014566
0.024240        -0.0032616     0.0000         -0.0019808
0.021641        -0.0063199     0.0020825      -7.8207
0.025242        -0.0042767     0.0018798      -6.0099
0.024732        -0.0012416     0.0025912      -8.6327
0.021508        -0.0036388     0.0020511      -7.7917
0.023201        -6.5139E-5     0.0000         0.057370
0.021999        0.0051213      -0.0033684     11.628
0.019855        0.0079414      -0.0033684     11.755
0.022060        0.0073649      -0.0067367     26.266
0.020870        0.0027788      -0.0024141     8.8857
0.018838        0.0054470      -0.0024141     8.9397
0.021029        0.0049797      -0.0057825     22.380
0.019999        0.0025945      -0.0048283     18.700
0.024811        7.6131E-4      -0.0045080     16.216
0.023299        0.0019374      -0.0022540     7.4330
0.023666        0.0041278      -0.0056224     21.152
0.022405        0.0016779      -0.0046681     17.626
0.024606        -0.0012904     -0.0022540     7.3972
0.022119        -3.3353E-4     -0.0024141     8.8793
0.026093        0.0031427      -0.0098550     41.137
0.025477        0.0019280      -0.0071815     28.270
0.024167        0.0053825      -0.0082959     33.561
0.023046        0.0028686      -0.0073416     29.144
0.019141        0.010459       -0.0064156     24.742
0.016879        0.010685       -0.0030472     10.387
0.015796        0.013056       -0.0060944     23.318
0.018561        0.0069973      -0.0062474     24.444
0.016369        0.0074646      -0.0028791     10.950
0.015429        0.0098431      -0.0059263     23.130
0.015061        0.0066297      -0.0057582     22.596
0.014035        0.012768       -0.0030472     10.550
0.013701        0.0094965      -0.0028791     10.924
0.017530        0.0046121      -0.0052932     20.677
0.020284        0.012026       -0.011222      48.066
0.021292        0.0097045      -0.0089795     36.912
0.018030        0.012646       -0.0086584     35.343
0.017673        0.0093279      -0.0084902     34.327
0.013780        0.0065752      -0.0024054     9.3538
0.012343        0.011716       -0.0043657     16.630
0.012344        0.011068       -0.0087313     35.180
0.014070        0.012062       -0.0074129     29.522
0.013703        0.0088490      -0.0072447     28.774
0.012588        0.014710       -0.0054474     20.431
0.013450        0.015551       -0.0083148     33.680
0.0099623       0.016861       -0.0076678     30.588
0.010729        0.017794       -0.010535      44.550
0.010783        0.013491       -0.0067658     26.670
0.011537        0.014431       -0.0096332     39.561
0.016267        0.016126       -0.013125      57.868
0.016062        0.014580       -0.0096100     40.001
0.013516        0.017104       -0.011830      51.156
0.014306        0.013597       -0.010928      45.692
0.018388        0.014161       -0.012174      52.955
0.016314        0.011547       -0.0099768     41.182
0.0096696       0.010400       -0.0056816     22.270
0.018565        0.0022471      -7.5470E-4     2.8653
0.015388        0.0015313      -0.0015094     5.9186
0.016533        0.0049154      -7.5470E-4     2.9163
0.017693        0.0020629      -0.0031688     12.362
0.015515        0.0018287      0.0021094      -8.0761
0.019814        -8.6514E-4     -7.5470E-4     2.9217
0.017082        -0.0012423     0.0012964      -4.9339
-1.0907E-18     0.0084339      0.010557       -40.911
-7.9177E-19     0.0035524      0.0090772      -34.159
-1.0567E-18     0.0078794      0.0073995      -28.564
0.0028028       0.0071397      0.0077163      -29.698
0.0030372       0.0039040      0.012736       -47.824
0.0058400       0.0074913      0.011375       -44.090
-9.9354E-19     0.0068475      0.013486       -51.473
-6.8350E-19     0.0017842      0.016658       -60.686
0.0040264       0.0040800      0.0059515      -22.594
-9.5256E-19     0.0061783      0.0051294      -19.582
0.0080528       0.0046076      0.0028258      -10.761
0.0040264       0.0067059      0.0020037      -7.6025
0.0068292       0.0076673      0.0045906      -17.721
-3.9589E-19     -0.0029129     0.012225       -44.455
-2.8761E-19     -0.0046812     0.019806       -69.095
0.0000          -0.0093782     0.015373       -54.676
0.0030372       -0.0025614     0.015884       -57.138
0.0000          -0.0093782     0.023995       -80.816
0.0061382       -0.0093782     0.019864       -69.574
0.0046962       -0.0050218     0.018387       -65.007
0.0046962       -3.2479E-4     0.022820       -79.561
0.0053385       8.6645E-4      0.0096644      -36.127
0.0083757       0.0012180      0.013323       -49.908
0.0053385       -0.0055989     0.012812       -46.530
0.0077333       0.0017950      0.018899       -69.044
0.0069114       -0.0093782     0.015114       -54.436
0.010035        -0.0012425     0.015827       -58.492
0.0041280       -0.0093782     0.011531       -41.777
0.011039        -0.0093782     0.011272       -41.906
0.0082561       -0.0093782     0.0076892      -28.427
0.0094665       -0.0055989     0.0089704      -33.352
0.011868        -0.0093782     0.0077264      -29.001
0.0088042       -0.0059525     0.0048371      -17.992
0.012416        -0.0059525     0.0048743      -18.394
0.0093524       -0.0025268     0.0019849      -7.3709
0.010015        -0.0021731     0.0061182      -23.030
0.0041280       -0.0029129     0.0083832      -30.903
0.0046762       5.1282E-4      0.0055311      -20.700
-7.5754E-19     0.0029933      0.0036124      -13.561
0.0046762       -4.6276E-5     6.6208E-5      -0.092881
-7.2330E-19     0.0024342      -0.0018525     7.1814
0.0087026       0.0010404      0.0024054      -9.0365
0.0040264       0.0035209      4.8665E-4      -1.7145
-9.1833E-19     0.0056192      -3.3550E-4     1.4137
0.0075239       0.0071694      9.6953E-5      -0.29064
0.0034976       0.0060827      -0.0022422     8.7442
-9.8001E-19     0.0066266      -0.0035601     13.856
0.0084011       0.019609       -0.012951      56.884
0.011534        0.018622       -0.013206      58.244
0.0058247       0.021219       -0.015366      69.621
0.0091381       0.020504       -0.015621      71.048
0.012365        0.019431       -0.015877      72.410
0.0090754       0.017577       -0.014712      63.890
0.0066232       0.019289       -0.017128      75.880
0.0098933       0.018395       -0.017383      77.102
0.0074217       0.017360       -0.018890      81.255
0.011217        0.020647       -0.017630      81.954
0.0078702       0.021587       -0.017375      80.521
0.0099811       0.021818       -0.019384      91.775
0.0087014       0.019589       -0.019137      85.880
0.012032        0.021445       -0.020220      95.982
0.014074        0.020936       -0.021056      100.37
0.013207        0.020193       -0.018466      86.361
0.010748        0.019148       -0.019973      89.807
0.0056404       0.022367       -0.018106      84.483
0.0054288       0.023516       -0.020847      99.647
0.0077463       0.022747       -0.020115      95.742
0.0064252       0.020438       -0.019868      89.421
0.0082250       0.015625       -0.010197      42.050
0.0057728       0.017337       -0.012613      53.516
0.0065713       0.015408       -0.014374      60.225
0.0057209       0.013456       -0.0098591     39.873
0.0090325       0.012262       -0.0092952     37.499
0.0074714       0.014685       -0.0073298     29.118
0.0079948       0.018301       -0.0095276     39.551
0.0052619       0.018538       -0.0085201     34.630
0.0055421       0.019879       -0.011943      51.650
0.0054914       0.015997       -0.0091896     37.436
0.0073249       0.017299       -0.0066602     25.879
0.0047604       0.017678       -0.0061786     23.672
0.0050007       0.015133       -0.0068481     26.997
0.0063580       0.011594       -0.0062455     24.606
0.0025942       0.018391       -0.0072245     28.485
0.0026309       0.016603       -0.0093008     37.959
0.0021403       0.015738       -0.0069593     27.506
-1.5742E-18     0.016330       -0.0080053     32.127
-1.4724E-18     0.014667       -0.010082      40.986
-1.3545E-18     0.012743       -0.0076746     30.463
0.0028604       0.014062       -0.0099703     40.374
0.0028604       0.012137       -0.0075634     29.983
0.0029124       0.017943       -0.012724      54.064
0.0030032       0.022456       -0.017440      80.664
-2.0087E-18     0.023427       -0.019513      91.904
0.0027017       0.023583       -0.020180      95.642
0.0037108       0.020393       -0.019202      85.667
0.0027221       0.019760       -0.010663      45.128
-1.7602E-18     0.019369       -0.0093670     38.691
-1.8444E-18     0.020744       -0.012805      56.048
-1.6584E-18     0.017706       -0.011443      47.941
0.0028772       0.021121       -0.014086      62.773
8.6149E-18      0.030622       -0.025000      150.00
0.0014209       0.029274       -0.025000      134.71
4.3074E-18      0.028122       -0.025000      126.39
0.0028418       0.027927       -0.025000      124.95
0.0014209       0.026774       -0.025000      120.19
0.0000          0.025622       -0.025000      117.49
3.1772E-18      0.029080       -0.026907      140.12
0.0014209       0.027732       -0.026907      132.19
-1.1302E-18     0.026580       -0.026907      127.30
-2.2604E-18     0.027538       -0.028815      135.42
0.0056250       0.025167       -0.025000      116.55
0.0028125       0.026352       -0.026907      126.83
0.0028217       0.025508       -0.025000      117.14
0.0042334       0.026547       -0.025000      119.67
0.0027913       0.024677       -0.022923      109.37
0.0055278       0.024341       -0.022923      109.51
-8.9639E-19     0.022761       -0.024979      111.00
0.0028125       0.022533       -0.024979      110.82
0.0027144       0.021708       -0.022902      102.33
-1.7928E-18     0.019900       -0.024958      105.27
-1.0044E-18     0.024524       -0.022257      106.23
-1.9008E-18     0.021664       -0.022235      99.543
0.0037108       0.018630       -0.021924      93.492
0.048177        0.097116       0.0033500      -11.824
0.050757        0.10016        0.0013386      -5.0754
0.048819        0.10147        0.0043369      -16.545
0.050800        0.097713       0.0046886      -18.018
0.053255        0.10080        0.0026773      -10.252
0.051605        0.10213        0.0057877      -22.540
0.051489        0.10354        0.0013939      -5.2533
0.050111        0.096719       0.0000         0.036272
0.052788        0.097495       0.0013386      -5.0534
0.054633        0.098263       0.0044585      -17.247
0.066939        0.094476       0.0082722      -32.019
0.063879        0.097363       0.0045718      -17.455
0.066939        0.095322       0.0045242      -17.352
0.063568        0.093986       0.0051215      -19.815
0.053645        0.10939        0.0024805      -9.3898
0.052164        0.10939        0.0047371      -18.199
0.052440        0.10660        0.0017925      -6.8062
0.055158        0.10692        0.0034744      -13.193
0.052391        0.092227       -0.0034421     12.071
0.055184        0.090043       -0.0034421     12.028
0.052622        0.090225       -0.0068841     26.931
0.054944        0.094769       -0.0025754     9.8802
0.057613        0.092737       -0.0025754     9.9412
0.055094        0.092788       -0.0060174     23.626
0.057566        0.095350       -0.0051508     20.220
0.058843        0.088154       -0.0030139     10.537
0.056296        0.087928       -0.0064559     24.934
0.058912        0.090797       -0.0055892     21.814
0.059581        0.094599       -0.0022936     8.9960
0.052271        0.096999       -0.0022196     8.5755
0.054893        0.097580       -0.0047949     18.796
0.052421        0.095018       -0.0056616     22.093
0.052220        0.099811       -0.0044391     17.363
0.049947        0.097443       -0.0058878     23.050
0.049607        0.10194        -0.0068736     27.272
0.048456        0.10117        -0.0046871     18.071
0.050239        0.099667       -0.0022196     8.5174
0.052737        0.10031        -8.8092E-4     3.5101
0.050971        0.10305        -0.0021643     8.4260
0.047869        0.097348       -0.0036682     13.177
0.050017        0.094511       -0.0036682     13.182
0.050001        0.092492       -0.0071103     27.944
0.051348        0.098393       -0.011491      46.698
0.049511        0.096734       -0.0094138     38.447
0.046964        0.099515       -0.011532      48.082
0.048116        0.096018       -0.013282      56.422
0.046287        0.094348       -0.011205      47.950
0.043503        0.097108       -0.013324      58.894
0.044885        0.093643       -0.015074      68.189
0.051985        0.094309       -0.0091877     37.370
0.051784        0.099102       -0.0079652     31.790
0.049172        0.10123        -0.010400      42.231
0.048039        0.11187        -0.0022529     8.7809
0.050400        0.10907        -0.0021976     8.6339
0.047415        0.10973        -0.0042424     16.420
0.051077        0.11187        -0.0045058     17.677
0.043814        0.11187        -0.0029645     10.166
0.042628        0.11187        -0.0059290     22.589
0.046853        0.11187        -0.0052174     20.387
0.043106        0.10969        -0.0049540     18.315
0.051605        0.11187        -0.0015096     5.9945
0.058284        0.11187        0.0088928      -33.266
0.053490        0.11187        0.010714       -41.068
0.053727        0.11187        0.0074463      -28.561
0.054120        0.10766        0.0088955      -34.146
0.058731        0.10652        0.011823       -44.195
0.056490        0.11187        0.016839       -62.160
0.059179        0.10118        0.014754       -55.667
0.056937        0.10652        0.019770       -72.104
0.053453        0.10885        0.012456       -47.829
0.053900        0.10351        0.015386       -59.276
0.055208        0.11187        0.0051897      -19.712
0.056721        0.10939        0.0061836      -23.375
0.052557        0.10519        0.0061863      -23.977
0.070000        0.096585       0.010244       -39.082
0.070000        0.10158        0.0085155      -31.691
0.065352        0.097672       0.0093482      -35.584
0.070000        0.10028        0.012329       -45.791
0.070000        0.097430       0.0064961      -24.699
0.066939        0.099472       0.0065436      -24.680
0.062292        0.095563       0.0073764      -28.618
0.064589        0.10008        0.015449       -57.232
0.064589        0.10138        0.011635       -43.355
0.059942        0.097471       0.012467       -48.156
0.057711        0.11187        0.0040625      -15.221
0.054635        0.11187        3.5942E-4      -1.2080
0.057137        0.11187        -7.6777E-4     3.1149
0.056148        0.10939        0.0013533      -5.0000
0.055144        0.10966        -0.0043558     16.918
0.053430        0.10907        -3.2863E-4     1.4406
0.053150        0.10745        -0.0079439     31.028
0.051437        0.10686        -0.0039167     15.365
0.054107        0.11187        -0.0026368     10.324
0.052114        0.10966        -0.0062248     24.379
0.064142        0.10672        0.0087041      -32.059
0.064142        0.11187        0.012245       -44.453
0.070000        0.10672        0.012056       -43.707
0.070000        0.11187        0.015598       -55.463
0.064589        0.10652        0.015176       -54.758
0.062348        0.11187        0.020192       -70.930
0.070000        0.11187        0.024274       -81.598
0.070000        0.10649        0.020844       -72.390
0.064884        0.10502        0.019498       -69.032
0.057232        0.10502        0.024093       -85.359
0.070000        0.10543        0.015871       -56.845
0.059474        0.099677       0.019076       -70.992
0.039878        0.11187        -0.012805      56.176
0.044971        0.11187        -0.012250      50.722
0.041253        0.11187        -0.0093670     38.796
0.050065        0.11187        -0.011694      46.450
0.046346        0.11187        -0.0088115     35.548
0.040803        0.10915        -0.010806      45.964
0.046015        0.10924        -0.010251      41.790
0.042172        0.10928        -0.0073680     29.228
0.039522        0.10922        -0.013982      62.330
0.044733        0.10919        -0.013427      56.070
0.046909        0.10973        -0.0078366     31.332
0.048530        0.10797        -0.010501      42.221
0.050571        0.11187        -0.0080999     31.936
0.048452        0.10752        -0.0059615     23.474
0.051607        0.10966        -0.0098190     38.609
0.0056296       0.027695       -0.027500      135.98
0.0056341       0.030223       -0.030000      150.00
0.0042379       0.029075       -0.027500      141.70
0.0055741       0.027703       -0.025000      125.60
0.0055786       0.030231       -0.027500      150.00
0.0041825       0.029083       -0.025000      134.00
0.0055232       0.030239       -0.025000      150.00
0.0028170       0.028880       -0.029407      142.07
0.0028015       0.030524       -0.027480      150.00
0.0028217       0.029225       -0.026240      139.54
0.0042205       0.030399       -0.028740      150.00
0.0041648       0.030404       -0.026240      150.00
0.0014016       0.030597       -0.026240      150.00
0.0027682       0.030526       -0.025000      150.00
0.0014007       0.029031       -0.028147      141.38
0.035000        0.11187        -0.025000      118.18
0.034392        0.11187        -0.026767      126.23
0.035114        0.10904        -0.025000      118.20
0.033785        0.11187        -0.028534      132.64
0.034620        0.10905        -0.026767      125.88
0.035455        0.10624        -0.025000      117.91
0.033868        0.11043        -0.025000      120.96
0.033261        0.11043        -0.026767      130.59
0.034096        0.10762        -0.025000      121.55
0.032736        0.10900        -0.025000      126.29
0.032500        0.11187        -0.025000      126.89
0.030000        0.11187        -0.025000      150.00
0.031892        0.11187        -0.026767      137.93
0.031368        0.11043        -0.025000      134.61
0.030407        0.10618        -0.025000      150.00
0.030229        0.10759        -0.026253      150.00
0.030102        0.10901        -0.025000      150.00
0.030102        0.10902        -0.027506      150.00
0.030025        0.11044        -0.026253      150.00
0.031572        0.10759        -0.025000      135.93
0.031419        0.10901        -0.026253      140.04
0.031943        0.11044        -0.028020      139.72
0.030000        0.11187        -0.030000      150.00
0.031892        0.11187        -0.029267      141.28
0.030000        0.11187        -0.027500      150.00
0.030025        0.11044        -0.028753      150.00
0.026831        0.013096       -0.025000      117.27
0.029621        0.013580       -0.025000      128.35
0.027549        0.016010       -0.027500      135.59
0.032411        0.014064       -0.025000      150.00
0.030436        0.016576       -0.027500      150.00
0.028267        0.018923       -0.030000      150.00
0.027522        0.016037       -0.025000      125.95
0.030411        0.016605       -0.025000      150.00
0.028240        0.018950       -0.027500      150.00
0.028213        0.018977       -0.025000      150.00
0.022474        0.017453       -0.025000      117.71
0.024749        0.015371       -0.025000      117.50
0.025371        0.018188       -0.027500      135.02
0.025344        0.018215       -0.025000      126.31
0.0086784       0.027015       -0.025000      126.81
0.0087180       0.024519       -0.025000      117.18
0.011732        0.028863       -0.025000      150.00
0.011736        0.026228       -0.025000      128.49
0.011740        0.023594       -0.025000      117.65
0.0071605       0.025115       -0.026722      124.27
0.010214        0.026963       -0.026722      135.83
0.010218        0.024329       -0.026722      124.61
0.0086960       0.025064       -0.028443      129.95
0.0087095       0.029662       -0.027500      150.00
0.0086549       0.029674       -0.025000      150.00
0.0071650       0.027643       -0.029222      139.29
0.022914        0.020275       -0.027500      136.22
0.020021        0.019330       -0.025000      117.57
0.023353        0.023097       -0.030000      150.00
0.020383        0.022040       -0.027500      135.52
0.017413        0.020983       -0.025000      117.49
0.022876        0.020302       -0.025000      127.88
0.023316        0.023124       -0.027500      150.00
0.020346        0.022067       -0.025000      128.05
0.023279        0.023150       -0.025000      150.00
0.025865        0.021134       -0.027500      150.00
0.025830        0.021163       -0.025000      150.00
0.025894        0.021109       -0.030000      150.00
0.017623        0.023705       -0.027500      135.76
0.020621        0.024897       -0.027500      150.00
0.017833        0.026427       -0.030000      150.00
0.017575        0.023729       -0.025000      126.33
0.020575        0.024924       -0.025000      150.00
0.017785        0.026451       -0.027500      150.00
0.017737        0.026474       -0.025000      150.00
0.014635        0.022415       -0.025000      117.53
0.014786        0.025010       -0.027500      135.05
0.014738        0.025034       -0.025000      126.28
0.020660        0.024873       -0.030000      150.00
0.014889        0.027747       -0.030000      150.00
0.011849        0.028827       -0.030000      150.00
0.011794        0.026210       -0.027500      136.56
0.014839        0.027767       -0.027500      150.00
0.014783        0.027790       -0.025000      150.00
0.011790        0.028845       -0.027500      150.00
0.010272        0.026945       -0.029222      139.68
0.0087691       0.029649       -0.030000      150.00
0.070000        0.071865       -0.025000      150.00
0.068598        0.071890       -0.026240      150.00
0.067232        0.071961       -0.025000      150.00
0.067199        0.071964       -0.027480      150.00
0.065835        0.072083       -0.026240      150.00
0.064477        0.072248       -0.025000      150.00
0.067539        0.073325       -0.025000      133.42
0.066138        0.073374       -0.026240      139.33
0.064777        0.073516       -0.025000      133.78
0.065077        0.074784       -0.025000      124.94
0.037589        0.088423       -0.025000      150.00
0.039589        0.085882       -0.025000      150.00
0.039564        0.085911       -0.027500      150.00
0.041787        0.083510       -0.025000      150.00
0.041760        0.083537       -0.027500      150.00
0.041733        0.083564       -0.030000      150.00
0.040379        0.088907       -0.025000      129.15
0.042478        0.086451       -0.025000      126.23
0.042451        0.086477       -0.027500      135.75
0.043169        0.089391       -0.025000      117.81
0.044629        0.084299       -0.027500      135.21
0.047526        0.085034       -0.025000      117.88
0.045251        0.087117       -0.025000      117.60
0.044656        0.084272       -0.025000      126.45
0.050119        0.10056        -0.013753      55.990
0.045735        0.10168        -0.013794      58.247
0.048890        0.10273        -0.016015      65.146
0.046887        0.098185       -0.015545      66.314
0.043649        0.10106        -0.020245      87.756
0.043115        0.10085        -0.015909      70.038
0.041526        0.10378        -0.017702      78.751
0.041864        0.10013        -0.019486      87.815
0.041326        0.099927       -0.015150      68.524
0.039522        0.10287        -0.016943      78.199
0.040079        0.099201       -0.018727      87.921
0.040450        0.10376        -0.020364      91.791
0.038327        0.10648        -0.017821      82.786
0.037250        0.10646        -0.020483      97.252
0.038455        0.10273        -0.019605      92.869
0.037028        0.10013        -0.025000      117.82
0.036987        0.10334        -0.022742      109.14
0.038553        0.099624       -0.021863      104.89
0.040339        0.10059        -0.022622      102.70
0.042344        0.096249       -0.016900      78.003
0.044267        0.097350       -0.017659      78.468
0.046270        0.10189        -0.018130      75.925
0.044085        0.10375        -0.019207      81.841
0.041962        0.10647        -0.016664      72.837
0.043551        0.10354        -0.014871      64.091
0.044522        0.10644        -0.018170      76.433
0.045758        0.10525        -0.013739      57.230
0.040886        0.10645        -0.019327      85.722
0.037820        0.11187        -0.024252      109.26
0.038047        0.10905        -0.024252      109.16
0.040640        0.11187        -0.023505      101.10
0.036017        0.10908        -0.022742      109.23
0.036353        0.10635        -0.022742      108.96
0.038945        0.10916        -0.021994      99.182
0.040021        0.10919        -0.019332      86.479
0.038917        0.11187        -0.021509      97.210
0.037111        0.10917        -0.019998      94.673
0.038186        0.10910        -0.017336      80.270
0.037195        0.11187        -0.019513      92.053
0.036097        0.11187        -0.022257      106.61
0.042581        0.10915        -0.020837      88.633
0.042189        0.11187        -0.015985      69.128
0.044500        0.11187        -0.019165      79.714
0.047282        0.11187        -0.015430      62.575
0.041951        0.10919        -0.017162      74.609
0.040847        0.11187        -0.019339      85.129
0.038536        0.11187        -0.016159      73.929
0.042570        0.11187        -0.021335      90.267
0.044511        0.10915        -0.018667      77.947
0.047293        0.10915        -0.014932      60.712
0.049456        0.089666       -0.013118      57.840
0.051061        0.089903       -0.010001      41.932
0.050402        0.094029       -0.012304      51.719
0.048409        0.092369       -0.010227      43.048
0.047085        0.091528       -0.014096      62.958
0.042904        0.092414       -0.020888      99.400
0.043896        0.093026       -0.017981      83.786
0.044716        0.090499       -0.020257      96.408
0.045657        0.091188       -0.017350      80.512
0.046661        0.088747       -0.019627      93.030
0.046353        0.093222       -0.019866      88.792
0.047343        0.093836       -0.016959      74.673
0.048231        0.091388       -0.019236      85.831
0.049801        0.094030       -0.018845      80.177
0.048074        0.089181       -0.016372      75.154
0.049214        0.086783       -0.018940      89.383
0.050572        0.087357       -0.015685      71.586
0.051925        0.085095       -0.018253      86.190
0.049629        0.091848       -0.015981      69.894
0.050863        0.089562       -0.018549      82.236
0.050575        0.096211       -0.015168      63.173
0.038206        0.097231       -0.025000      117.32
0.039771        0.096867       -0.021863      104.85
0.039639        0.094453       -0.025000      117.42
0.040917        0.098253       -0.024122      108.58
0.042443        0.097791       -0.020985      94.818
0.042223        0.095417       -0.024122      108.91
0.044807        0.096381       -0.023244      100.59
0.041291        0.095750       -0.019807      93.974
0.044846        0.095012       -0.019159      86.093
0.043855        0.094398       -0.022066      99.998
0.047304        0.095206       -0.021045      90.276
0.044228        0.098719       -0.021744      94.166
0.041257        0.093374       -0.022944      109.65
0.041292        0.091844       -0.025000      117.93
0.042999        0.090912       -0.022944      109.56
0.043988        0.092886       -0.024122      108.88
0.053281        0.088470       -0.0093891     38.936
0.054083        0.086723       -0.011894      51.583
0.051711        0.088082       -0.012506      54.744
0.053981        0.092895       -0.010376      42.513
0.054711        0.091144       -0.012881      53.949
0.052398        0.092615       -0.013493      56.800
0.055339        0.095565       -0.013869      55.960
0.053344        0.096979       -0.012680      51.347
0.062124        0.086871       -0.0030139     10.397
0.060767        0.090944       -0.0022444     8.5677
0.063880        0.089695       -0.0022444     8.6034
0.062067        0.089004       -0.0052583     20.437
0.063876        0.091765       -0.0044888     17.581
0.062735        0.092806       -0.0019626     7.6853
0.060721        0.093557       -0.0048198     18.920
0.064982        0.088574       -0.0044562     17.099
0.064936        0.086481       -0.0022118     7.3791
0.064793        0.089861       -0.0063114     24.915
0.070000        0.085680       -0.0029645     10.090
0.068104        0.086050       -0.0022118     7.2497
0.070000        0.088842       -0.0028768     10.926
0.070000        0.087656       -0.0058413     22.833
0.068044        0.088101       -0.0050886     19.746
0.070000        0.090819       -0.0057536     22.663
0.066942        0.089222       -0.0028768     10.947
0.066938        0.091292       -0.0051212     20.089
0.067855        0.089388       -0.0069438     27.541
0.070000        0.090469       -7.5448E-4     2.9325
0.066942        0.090848       -7.5448E-4     2.9601
0.070000        0.093676       0.0014838      -5.6306
0.070000        0.094072       -0.0015090     5.9596
0.070000        0.092445       -0.0036313     14.251
0.065798        0.093564       0.0025201      -9.6335
0.062737        0.095605       0.0025677      -9.8169
0.065798        0.093959       -4.7268E-4     1.9512
0.066939        0.095717       0.0015314      -5.7625
0.066938        0.092918       -0.0029989     11.731
0.070000        0.099187       5.8037E-4      -2.0365
0.066373        0.098541       -0.0014217     5.6105
0.070000        0.096630       -4.6430E-4     1.9323
0.062746        0.097894       -0.0034237     13.347
0.066373        0.095983       -0.0024663     9.6595
0.066939        0.098275       0.0025761      -9.6961
0.063312        0.097629       5.7409E-4      -2.0618
0.070000        0.096234       0.0025285      -9.5782
0.070000        0.10038        0.0045479      -17.015
0.057211        0.086301       -0.0089609     36.831
0.057501        0.091648       -0.0086509     34.863
0.061319        0.089657       -0.0082227     33.018
0.058231        0.089897       -0.011156      45.974
0.062380        0.093071       -0.010418      41.405
0.058860        0.094318       -0.012143      48.513
0.059973        0.094211       -0.0077843     30.814
0.059646        0.084657       -0.010279      43.328
0.062288        0.082971       -0.012264      53.385
0.059033        0.083071       -0.014529      65.308
0.061859        0.086717       -0.0099863     41.237
0.064452        0.085209       -0.011972      50.565
0.061247        0.085131       -0.014237      61.548
0.063460        0.087191       -0.013945      58.366
0.056443        0.084785       -0.013212      58.435
0.058771        0.086957       -0.012919      55.015
0.064585        0.087574       -0.011039      45.419
0.065359        0.080544       -0.016658      76.588
0.062105        0.081642       -0.015594      70.928
0.065395        0.081886       -0.013328      58.845
0.064410        0.083868       -0.015301      66.718
0.062920        0.090131       -0.012181      49.484
0.070000        0.081743       -0.012805      56.093
0.067730        0.081056       -0.014732      66.223
0.067671        0.082397       -0.011402      48.899
0.066730        0.084467       -0.013375      57.138
0.070000        0.083119       -0.0093670     38.738
0.070000        0.085524       -0.012463      52.304
0.067722        0.086265       -0.011059      45.771
0.070000        0.086899       -0.0090245     36.611
0.070000        0.089305       -0.012120      49.095
0.066730        0.088248       -0.013032      53.496
0.067855        0.088631       -0.010127      41.028
0.066190        0.091945       -0.0080857     32.012
0.070000        0.090062       -0.0089368     35.738
0.066190        0.091188       -0.011269      45.072
0.064045        0.090514       -0.0092759     37.219
0.049987        0.087861       -0.021709      98.418
0.051557        0.090502       -0.021318      91.467
0.052619        0.086035       -0.021022      95.622
0.053313        0.086975       -0.023790      103.21
0.054174        0.083143       -0.019484      91.995
0.052202        0.083307       -0.021626      103.78
0.056629        0.081383       -0.020716      98.569
0.054627        0.081379       -0.022858      109.28
0.052587        0.081504       -0.025000      118.07
0.054971        0.084179       -0.022253      100.96
