% Model:              prototipo thgem_Garfield_2_1_light_3.mph
% Version:            COMSOL 5.1.0.234
% Date:               Sep 30 2020, 18:40
% Dimension:          3
% Nodes:              14326
% Expressions:        1
% Description:        Electric potential
% Length unit:        mm
% x             y              z              V (V)
-3.9911E-18     0.055802       -0.42747       226.49
0.035000        0.051892       -0.42707       226.40
0.017683        0.083834       -0.42637       226.25
-1.9956E-18     0.083834       -0.40462       221.56
0.052683        0.11187        -0.44640       230.57
0.070000        0.11187        -0.46753       235.13
0.070000        0.11187        -0.43395       227.88
0.070000        0.079924       -0.44710       230.72
0.052681        -0.0093782     -0.43180       227.42
0.070000        -0.0093782     -0.41763       224.36
0.070000        -0.0093782     -0.45218       231.82
0.070000        0.019302       -0.43942       229.06
0.017681        -0.0093782     -0.43916       229.01
0.0000          -0.0093782     -0.46690       234.99
0.0000          -0.0093782     -0.43328       227.74
-1.9956E-18     0.023212       -0.44718       230.74
0.035000        0.019302       -0.44678       230.65
0.035000        -0.0093782     -0.45954       233.40
0.035317        0.11187        -0.49315       240.65
0.052658        0.079924       -0.45991       233.48
0.035341        0.11187        -0.45920       233.33
0.017658        0.083834       -0.46031       233.57
0.052658        0.11187        -0.48034       237.89
0.0000          0.11187        -0.45102       231.57
0.017683        0.11187        -0.43814       228.79
0.0000          0.11187        -0.41640       224.10
-1.9956E-18     0.083834       -0.43924       229.03
0.017658        0.11187        -0.47208       236.11
0.035000        0.019539       -0.48035       237.89
0.070000        0.048219       -0.46023       233.55
0.070000        0.048455       -0.49380       240.80
0.035000        0.052129       -0.46064       233.64
0.070000        0.019539       -0.47299       236.31
0.051924        -0.0093782     -0.48020       237.86
0.016924        -0.0093782     -0.48756       239.45
0.051924        0.019539       -0.50101       242.35
0.033848        -0.0093782     -0.50821       243.91
0.052658        0.080160       -0.49348       240.73
0.070000        0.080160       -0.48067       237.96
-1.9841E-18     0.023024       -0.48049       237.92
-3.9681E-18     0.055426       -0.49408       240.86
0.035000        0.051941       -0.49394       240.83
0.016924        0.023024       -0.50115       242.38
-1.9841E-18     0.083646       -0.47255       236.21
0.017658        0.083646       -0.49362       240.76
-3.9796E-18     0.055614       -0.46078       233.67
0.052658        0.11187        -0.51392       245.14
0.070000        0.11187        -0.53470       249.62
0.070000        0.11187        -0.50111       242.37
0.070000        0.080160       -0.51425       245.21
0.052459        0.081710       -0.53438       249.55
0.052459        0.050005       -0.51393       245.14
0.035117        0.081710       -0.51360       245.07
0.034918        0.051555       -0.53406       249.48
0.070000        -0.0093782     -0.48673       239.27
0.070000        0.019539       -0.50754       243.76
0.070000        -0.0093782     -0.52128       246.72
0.051924        -0.0093782     -0.51475       245.31
0.052459        0.021088       -0.52767       248.10
0.034383        0.021088       -0.52114       246.69
0.052259        -0.0093782     -0.54153       251.09
0.034518        -0.0093782     -0.56178       255.46
0.034183        -0.0093782     -0.53499       249.68
0.034718        0.021088       -0.54792       252.47
0.0000          -0.0093782     -0.53414       249.50
-1.9841E-18     0.023024       -0.51411       245.18
0.0000          -0.0093782     -0.50052       242.25
0.016924        -0.0093782     -0.52118       246.70
0.017459        0.021088       -0.53410       249.49
0.017459        0.053491       -0.51407       245.17
0.017259        -0.0093782     -0.54796       252.48
0.035280        0.11187        -0.56131       255.36
0.052640        0.11187        -0.54800       252.49
0.035298        0.11187        -0.52723       248.01
0.035099        0.081710       -0.54769       252.42
0.0000          0.11187        -0.52026       246.50
0.017658        0.11187        -0.50670       243.58
0.0000          0.11187        -0.48564       239.04
-1.9841E-18     0.083646       -0.50717       243.68
0.017640        0.11187        -0.54078       250.93
0.017459        0.081710       -0.52716       247.99
0.070000        0.080934       -0.54802       252.49
0.070000        0.050002       -0.56135       255.37
0.070000        0.049229       -0.52758       248.08
0.052459        0.050778       -0.54771       252.42
0.052640        0.080934       -0.56133       255.36
0.070000        0.020312       -0.54131       251.05
0.052259        0.020312       -0.56156       255.41
-1.9337E-18     0.082822       -0.54188       251.17
-3.8673E-18     0.053780       -0.56350       255.83
0.017640        0.082822       -0.56240       255.60
0.017459        0.052667       -0.54878       252.66
-1.9337E-18     0.022201       -0.54882       252.67
-3.9177E-18     0.054603       -0.52879       248.34
0.017259        0.022201       -0.56264       255.65
0.052640        0.11187        -0.58158       259.73
0.070000        0.11187        -0.60186       264.11
0.070000        0.11187        -0.56828       256.86
0.070000        0.080934       -0.58161       259.74
0.052509        0.081746       -0.59843       263.37
0.052509        0.050815       -0.57817       259.00
0.035149        0.081746       -0.57815       258.99
0.035018        0.051628       -0.59499       262.63
0.070000        -0.0093782     -0.55583       254.18
0.070000        0.020312       -0.57586       258.50
0.070000        -0.0093782     -0.59038       261.63
0.052259        -0.0093782     -0.57608       258.55
0.052509        0.021125       -0.59269       262.13
0.034768        0.021125       -0.57839       259.04
0.052500        -0.0093782     -0.60335       264.43
0.035000        -0.0093782     -0.61633       267.23
0.034759        -0.0093782     -0.58905       261.35
0.035009        0.021125       -0.60566       264.93
0.0000          -0.0093782     -0.60139       264.01
-1.9337E-18     0.022201       -0.58244       259.92
0.0000          -0.0093782     -0.56777       256.75
0.017259        -0.0093782     -0.58158       259.73
0.017509        0.021125       -0.59819       263.32
0.017509        0.052704       -0.57925       259.23
0.017500        -0.0093782     -0.60886       265.62
0.035473        0.11187        -0.62871       269.90
0.052737        0.11187        -0.61528       267.00
0.035377        0.11187        -0.59501       262.63
0.035246        0.081746       -0.61185       266.26
0.0000          0.11187        -0.58951       261.44
0.017640        0.11187        -0.57541       258.40
0.0000          0.11187        -0.55488       253.97
-1.9337E-18     0.082822       -0.57650       258.64
0.017509        0.081746       -0.59225       262.03
0.017737        0.11187        -0.60911       265.67
0.070000        0.050455       -0.59516       262.66
0.070000        0.050908       -0.62897       269.96
0.070000        0.020765       -0.60967       265.79
0.052509        0.051268       -0.61198       266.29
0.070000        0.081387       -0.61542       267.03
0.052500        0.020765       -0.62265       268.59
0.052737        0.081387       -0.62884       269.93
0.017737        0.083019       -0.62965       270.10
-1.9457E-18     0.083019       -0.61005       265.87
-3.8913E-18     0.054172       -0.63059       270.31
0.017509        0.052900       -0.61279       266.47
-1.9457E-18     0.022397       -0.61599       267.16
0.017500        0.022397       -0.62346       268.77
-3.8793E-18     0.053976       -0.59705       263.07
0.052737        0.11187        -0.64887       274.25
0.070000        0.11187        -0.66903       278.60
0.070000        0.11187        -0.63544       271.35
0.070000        0.081387       -0.64900       274.28
0.052500        0.081940       -0.66647       278.05
0.052500        0.051461       -0.64644       273.72
0.035237        0.081940       -0.64631       273.70
0.035000        0.052014       -0.66391       277.49
0.070000        -0.0093782     -0.62493       269.08
0.070000        0.020765       -0.64422       273.25
0.070000        -0.0093782     -0.65948       276.54
0.052500        -0.0093782     -0.63790       271.88
0.052500        0.021318       -0.66169       277.02
0.035000        0.021318       -0.64012       272.36
0.0000          -0.0093782     -0.66863       278.51
-1.9457E-18     0.022397       -0.64961       274.41
0.0000          -0.0093782     -0.63501       271.26
0.017500        -0.0093782     -0.64248       272.87
0.034131        -0.0093782     -0.71263       288.00
0.017066        -0.0093782     -0.69063       283.26
0.052066        -0.0093782     -0.68605       282.27
0.035000        -0.0093782     -0.66405       277.53
0.034566        0.021318       -0.68827       282.75
0.017500        0.021318       -0.66627       278.00
0.017500        0.053093       -0.64725       273.90
0.035465        0.11187        -0.69572       284.36
0.052733        0.11187        -0.68237       281.48
0.035469        0.11187        -0.66221       277.13
0.035233        0.081940       -0.67981       280.92
0.0000          0.11187        -0.65875       276.38
0.017733        0.11187        -0.67724       280.37
0.017737        0.11187        -0.64373       273.14
0.017500        0.081940       -0.66133       276.94
0.0000          0.11187        -0.62413       268.91
-1.9457E-18     0.083019       -0.64467       273.34
0.070000        0.080861       -0.68312       281.64
0.052733        0.080861       -0.69647       284.52
0.070000        0.049857       -0.69722       284.68
0.052500        0.050936       -0.68056       281.09
0.070000        0.050383       -0.66309       277.32
0.070000        0.020239       -0.67835       280.61
0.052066        0.020239       -0.70492       286.34
-3.8410E-18     0.053349       -0.66439       277.60
-3.7906E-18     0.052527       -0.69819       284.89
-1.8953E-18     0.082196       -0.67847       280.64
0.017500        0.052270       -0.68105       281.19
0.017066        0.021574       -0.70541       286.45
-1.8953E-18     0.021574       -0.68341       281.70
0.017733        0.082196       -0.69696       284.62
0.052733        0.11187        -0.71596       288.72
0.070000        0.11187        -0.73619       293.09
0.070000        0.11187        -0.70261       285.84
0.070000        0.080861       -0.71671       288.88
0.052472        0.081537       -0.73392       292.60
0.052472        0.050533       -0.71443       288.39
0.035204        0.081537       -0.71368       288.23
0.034943        0.051209       -0.73164       292.11
0.070000        -0.0093782     -0.69403       283.99
0.070000        -0.0093782     -0.72858       291.44
0.052066        -0.0093782     -0.72060       289.72
0.070000        0.020239       -0.71290       288.06
0.034537        0.020915       -0.72214       290.06
0.052472        0.020915       -0.73011       291.78
0.034535        -0.0093782     -0.76630       299.58
0.034333        -0.0093782     -0.73947       293.79
0.052268        -0.0093782     -0.74744       295.51
0.034739        0.020915       -0.74897       295.84
0.017066        -0.0093782     -0.72425       290.51
0.0000          -0.0093782     -0.73588       293.02
-1.8953E-18     0.021574       -0.71703       288.95
0.017472        0.020915       -0.73376       292.56
0.017472        0.051868       -0.71492       288.50
0.0000          -0.0093782     -0.70225       285.77
0.017268        -0.0093782     -0.75109       296.30
0.035194        0.11187        -0.75190       296.48
0.052597        0.11187        -0.74405       294.78
0.035330        0.11187        -0.72381       290.42
0.035069        0.081537       -0.74177       294.29
0.0000          0.11187        -0.72800       291.32
0.017597        0.11187        -0.73995       293.90
0.017733        0.11187        -0.71186       287.84
0.017472        0.081537       -0.72982       291.71
0.0000          0.11187        -0.69337       283.85
-1.8953E-18     0.082196       -0.71309       288.10
0.070000        0.080664       -0.75142       296.37
0.070000        0.049463       -0.76665       299.66
0.070000        0.049660       -0.73193       292.17
0.052472        0.050336       -0.74915       295.88
0.052597        0.080664       -0.75927       298.07
0.070000        0.020042       -0.74761       295.55
0.052268        0.020042       -0.76647       299.62
0.017597        0.082086       -0.75935       298.08
-1.8885E-18     0.082086       -0.74740       295.51
-3.7771E-18     0.052306       -0.76680       299.69
0.017472        0.051758       -0.74922       295.90
-3.7838E-18     0.052416       -0.73250       292.29
-1.8885E-18     0.021464       -0.75134       296.36
0.017268        0.021464       -0.76655       299.64
0.052597        0.11187        -0.77763       302.03
0.070000        0.11187        -0.80336       307.58
0.070000        0.11187        -0.76977       300.33
0.070000        0.080664       -0.78500       303.62
0.052496        0.081476       -0.79864       306.56
0.052496        0.050275       -0.78029       302.60
0.035093        0.081476       -0.77292       301.01
0.034991        0.051086       -0.79393       305.54
0.052268        -0.0093782     -0.78199       302.97
0.070000        -0.0093782     -0.76313       298.90
0.070000        -0.0093782     -0.79768       306.35
0.070000        0.020042       -0.78216       303.00
0.034763        0.020854       -0.78012       302.56
0.052496        0.020854       -0.79580       305.95
0.034633        -0.0093782     -0.79354       305.46
0.052365        -0.0093782     -0.80922       308.84
0.034730        -0.0093782     -0.82077       311.33
0.034861        0.020854       -0.80735       308.44
0.017365        -0.0093782     -0.81195       309.43
0.0000          -0.0093782     -0.80312       307.53
0.017268        -0.0093782     -0.78471       303.55
0.017496        0.020854       -0.79853       306.54
0.0000          -0.0093782     -0.76950       300.27
-1.8885E-18     0.021464       -0.78496       303.61
0.017496        0.051696       -0.78037       302.62
0.0000          0.11187        -0.79724       306.26
0.017597        0.11187        -0.77457       301.37
0.0000          0.11187        -0.76262       298.79
-1.8885E-18     0.082086       -0.78202       302.97
0.035000        0.11187        -0.80030       306.92
0.017496        0.081476       -0.79559       305.90
0.052365        0.019999       -0.82744       312.77
0.070000        0.019999       -0.81590       310.28
0.070000        0.049377       -0.83412       314.21
0.052496        0.050232       -0.81402       309.88
0.070000        0.080621       -0.81874       310.90
0.070000        0.049420       -0.80038       306.94
-1.8829E-18     0.081993       -0.81584       310.27
-3.7714E-18     0.052214       -0.80062       306.99
-3.7657E-18     0.052121       -0.83444       314.28
0.017496        0.051604       -0.81419       309.91
0.017365        0.021371       -0.82761       312.81
-1.8829E-18     0.021371       -0.81878       310.91
0.035703        0.11187        -0.84836       317.29
0.052852        0.11187        -0.85944       319.68
0.052852        0.11187        -0.82586       312.43
0.070000        0.11187        -0.87052       322.07
0.070000        0.11187        -0.83694       314.82
0.052852        0.080621       -0.84124       315.75
0.070000        0.080621       -0.85232       318.14
0.035347        0.081476       -0.82114       311.42
0.017852        0.11187        -0.82280       311.77
0.017852        0.081993       -0.84140       315.79
0.070000        0.082249       -0.88749       325.73
0.070000        0.051005       -0.86929       321.80
0.052852        0.082249       -0.87641       323.34
0.070000        0.052633       -0.90446       329.39
0.052365        -0.0093782     -0.84377       316.30
0.070000        -0.0093782     -0.83223       313.81
0.070000        -0.0093782     -0.86678       321.26
0.070000        0.019999       -0.85045       317.74
0.017365        -0.0093782     -0.84557       316.68
0.035000        -0.0093782     -0.86857       321.65
0.0000          -0.0093782     -0.87036       322.03
0.035000        0.019999       -0.85224       318.12
0.0000          -0.0093782     -0.83674       314.78
-1.8829E-18     0.021371       -0.85240       318.16
0.035000        0.021627       -0.88741       325.71
0.070000        0.021627       -0.88562       325.32
0.035000        0.050749       -0.83428       314.25
0.035573        0.11187        -0.90214       328.89
0.052787        0.11187        -0.88633       325.48
0.035638        0.11187        -0.87525       323.09
0.052787        0.082249       -0.90330       329.14
0.0000          0.11187        -0.86649       321.20
0.017852        0.11187        -0.85742       319.24
0.0000          0.11187        -0.83186       313.73
-1.8829E-18     0.081993       -0.85046       317.74
0.052787        0.11187        -0.91974       332.69
0.070000        0.11187        -0.93734       336.48
0.070000        0.11187        -0.90393       329.27
0.070000        0.082249       -0.92090       332.94
-1.8348E-18     0.081208       -0.88651       325.52
-3.6696E-18     0.050551       -0.90654       329.84
0.017852        0.081208       -0.87745       323.56
-3.7177E-18     0.051336       -0.87049       322.06
0.017787        0.081208       -0.90434       329.36
0.035000        0.051592       -0.90550       329.61
0.035000        0.049964       -0.87033       322.03
-1.8348E-18     0.020586       -0.88845       325.94
0.017787        0.11187        -0.88431       325.04
0.070000        0.062244       -0.93318       335.58
0.070000        0.042316       -0.93299       335.54
0.070000        0.071856       -0.96190       341.78
0.070000        0.051927       -0.96172       341.74
0.070000        0.031998       -0.96153       341.70
0.052546        0.059145       -0.92575       333.98
0.052546        0.068756       -0.95447       340.18
0.052546        0.048827       -0.95429       340.14
0.035091        0.065657       -0.94704       338.58
0.070000        0.091860       -0.94962       339.13
0.052546        0.088761       -0.94219       337.53
0.035332        0.088761       -0.92459       333.73
0.035042        -0.0093782     -0.93502       335.98
0.052521        0.021627       -0.91974       332.68
0.052521        -0.0093782     -0.93529       336.04
0.070000        0.021627       -0.92001       332.74
0.070000        -0.0093782     -0.93556       336.10
0.052521        0.011310       -0.94827       338.84
0.070000        0.011310       -0.94855       338.90
0.017521        -0.0093782     -0.90269       329.01
0.017521        0.020586       -0.92078       332.91
0.052521        -0.0093782     -0.90090       328.62
0.070000        -0.0093782     -0.90117       328.68
0.035067        0.028139       -0.94103       337.28
0.052521        -0.0093782     -0.96751       342.99
0.070000        -0.0093782     -0.96778       343.05
0.070000        -0.0093782     -1.0000        350.00
0.070000        0.011310       -0.98076       345.85
0.017521        -0.0093782     -0.93614       336.22
0.0000          -0.0093782     -0.93726       336.47
0.0000          -0.0093782     -0.90381       329.25
-1.8348E-18     0.020586       -0.92190       333.15
0.035427        0.11187        -0.95453       340.19
0.052713        0.11187        -0.94593       338.34
0.035500        0.11187        -0.92833       334.54
0.035259        0.088761       -0.95079       339.38
0.052713        0.091860       -0.95821       340.99
0.0000          0.11187        -0.93542       336.07
0.017713        0.11187        -0.94497       338.13
0.017787        0.11187        -0.91878       332.48
0.017546        0.088761       -0.94123       337.32
0.0000          0.11187        -0.90095       328.63
-1.8348E-18     0.081208       -0.92098       332.95
0.017546        0.058104       -0.92679       334.21
0.070000        0.11187        -1.0000        350.00
0.070000        0.11187        -0.96867       343.24
0.052713        0.11187        -0.97726       345.09
0.070000        0.091860       -0.98095       345.89
0.052539        0.091640       -1.0000        350.00
0.070000        0.081635       -1.0000        350.00
0.035078        0.071415       -1.0000        350.00
0.052539        0.061410       -1.0000        350.00
0.070000        0.051404       -1.0000        350.00
0.052539        0.071635       -0.98095       345.89
0.070000        0.061630       -0.98095       345.89
0.052539        0.051706       -0.98076       345.85
0.070000        0.041701       -0.98076       345.85
0.035252        0.091640       -0.97726       345.09
0.035085        0.068536       -0.97352       344.29
0.017521        0.011123       -0.94886       338.97
-1.2554E-18     0.011123       -0.94999       339.21
-3.0901E-18     0.041088       -0.93462       335.90
-2.5107E-18     0.031625       -0.96271       341.95
0.017546        0.048641       -0.95488       340.27
0.035016        0.010746       -0.96751       342.99
0.052494        0.010746       -1.0000        350.00
0.034989        0.030871       -1.0000        350.00
0.052494        0.031434       -0.98076       345.85
0.052494        0.041137       -1.0000        350.00
0.035034        0.051143       -1.0000        350.00
0.070000        0.021013       -1.0000        350.00
0.035040        0.048264       -0.97352       344.29
0.017539        0.051520       -0.98135       345.98
0.017494        0.031248       -0.98135       345.98
-4.3521E-18     0.061696       -0.93478       335.93
-5.0345E-18     0.072842       -0.96301       342.02
-2.5173E-18     0.092354       -0.94922       339.04
0.017546        0.069250       -0.95503       340.30
0.017539        0.072128       -0.98151       346.01
-3.7726E-18     0.052233       -0.96286       341.99
0.017713        0.092354       -0.95877       341.11
0.0000          -0.0093782     -1.0000        350.00
0.017521        -0.0093782     -0.96751       342.99
0.035000        -0.0093782     -1.0000        350.00
0.017494        0.010746       -1.0000        350.00
0.0000          -0.0093782     -0.96863       343.23
-1.2554E-18     0.011123       -0.98135       345.98
0.0000          0.11187        -1.0000        350.00
0.017713        0.11187        -0.97726       345.09
0.0000          0.11187        -0.96771       343.03
-2.5173E-18     0.092354       -0.98151       346.01
0.017539        0.091640       -1.0000        350.00
0.035000        0.11187        -1.0000        350.00
-1.8511E-18     0.020852       -1.0000        350.00
0.017494        0.040977       -1.0000        350.00
-3.7022E-18     0.051083       -1.0000        350.00
-3.1064E-18     0.041354       -0.98135       345.98
0.017539        0.061249       -1.0000        350.00
-1.8511E-18     0.081474       -1.0000        350.00
-4.3684E-18     0.061962       -0.98151       346.01
0.034924        0.025557       0.55818        -172.88
0.034983        0.030359       0.49672        -169.11
0.033066        0.027385       0.16331        -148.65
0.035335        0.079747       0.16110        -148.51
0.030995        0.065432       0.10767        -145.43
0.034439        0.065632       0.12497        -146.36
0.032300        0.032462       0.12534        -146.36
0.024481        0.070284       0.096696       -144.94
0.024570        0.043849       0.098187       -144.94
0.030342        0.022406       0.084371       -143.71
0.035071        0.014977       0.082855       -143.52
0.038437        0.014636       0.090476       -144.16
0.028131        0.016247       0.085625       -143.41
0.032860        0.0088183      0.084110       -143.25
0.036226        0.0084771      0.091730       -144.01
0.025920        0.010088       0.086880       -143.17
0.032931        0.019367       0.10903        -145.28
0.026240        0.019189       0.095280       -144.21
0.037033        0.022585       0.098121       -144.73
0.024029        0.013030       0.096534       -144.08
0.040513        0.081175       0.095584       -144.37
0.041216        0.085748       0.085287       -143.44
0.034251        0.080122       0.089567       -144.20
0.034954        0.084696       0.079270       -143.41
0.046241        0.077810       0.082744       -143.42
0.039979        0.076758       0.076727       -143.41
0.049261        0.078258       0.11470        -145.57
0.024578        0.082414       0.080341       -144.13
0.018484        0.083384       0.073073       -144.28
0.029603        0.074476       0.077798       -144.09
0.029044        0.085828       0.073408       -143.47
0.023693        0.075608       0.071936       -144.28
0.022951        0.086798       0.066140       -143.84
0.028160        0.079022       0.065003       -143.82
0.035376        0.088575       0.071663       -142.62
0.040823        0.084517       0.061513       -141.45
0.040401        0.080637       0.069120       -142.60
0.034492        0.081769       0.063258       -142.85
0.034070        0.077890       0.070865       -143.48
0.030833        0.087782       0.066099       -142.88
0.037165        0.090530       0.064354       -141.56
0.021804        0.091732       0.061778       -143.74
0.029687        0.092717       0.061737       -142.46
0.027013        0.083956       0.060641       -143.62
0.025866        0.088891       0.056279       -143.47
0.033345        0.086704       0.058896       -142.32
0.042496        0.077558       0.061517       -142.30
0.042073        0.073679       0.069124       -143.15
0.036164        0.074811       0.063262       -143.41
0.044168        0.070600       0.061521       -143.16
0.042901        0.081277       0.055506       -141.18
0.048518        0.080552       0.060082       -140.81
0.044978        0.078036       0.049500       -141.33
0.050595        0.077312       0.054076       -140.64
0.044573        0.074318       0.055511       -142.43
0.050190        0.073594       0.060086       -142.04
0.018544        0.055467       0.081131       -144.57
0.012990        0.048024       0.069013       -144.27
0.035038        0.071627       0.096691       -144.76
0.037511        0.053573       0.10196        -145.19
0.040766        0.068262       0.083851       -144.13
0.030997        0.058425       0.090980       -144.74
0.030390        0.065981       0.084922       -144.48
0.028908        0.027975       0.097922       -144.66
0.025674        0.040150       0.086543       -144.37
0.034572        0.043678       0.10130        -145.14
0.035677        0.039979       0.089655       -144.62
0.023007        0.031363       0.083901       -143.83
0.033009        0.031192       0.087013       -144.26
0.028059        0.048530       0.090320       -144.70
0.038615        0.049873       0.090315       -144.73
0.039701        0.031371       0.10076        -145.04
0.048442        0.033439       0.10477        -145.34
0.044419        0.042047       0.093657       -144.87
0.047567        0.070631       0.074168       -143.33
0.046693        0.025280       0.098020       -144.95
0.040002        0.025102       0.084270       -144.19
0.042669        0.033888       0.086912       -144.56
0.044731        0.017673       0.082754       -144.11
0.054900        0.010866       0.080368       -144.34
0.034279        0.057348       0.072729       -144.44
0.037129        0.067053       0.074728       -144.03
0.044717        0.060926       0.072169       -144.08
0.039223        0.063974       0.067125       -144.10
0.049661        0.067552       0.066565       -143.25
0.027360        0.057215       0.081857       -144.55
0.034978        0.048663       0.081192       -144.49
0.037916        0.058558       0.081852       -144.42
0.024975        0.048835       0.078080       -144.40
0.026753        0.064771       0.075799       -144.45
0.025464        0.055600       0.072003       -144.54
0.031220        0.068185       0.068866       -144.21
0.040338        0.055987       0.067264       -144.46
0.050776        0.059565       0.066705       -144.02
0.046397        0.054626       0.061800       -144.62
0.045282        0.062613       0.061660       -144.04
0.020355        0.041138       0.072925       -143.93
0.017181        0.036568       0.074710       -143.56
0.025038        0.041955       0.062420       -144.22
0.021864        0.037385       0.064204       -143.58
0.018690        0.032815       0.065988       -142.87
0.017185        0.042076       0.064584       -143.90
0.014011        0.037505       0.066368       -143.28
0.020844        0.047904       0.066848       -144.39
0.033453        0.048429       0.072404       -144.46
0.032627        0.039509       0.072078       -144.19
0.024149        0.039915       0.077755       -144.05
0.024638        0.046681       0.071678       -144.32
0.034152        0.039744       0.080867       -144.34
0.028833        0.040732       0.067249       -144.15
0.025658        0.036162       0.069033       -143.68
0.031484        0.030958       0.078225       -143.84
0.041144        0.033653       0.078123       -144.32
0.026022        0.029215       0.067260       -142.97
0.029197        0.033785       0.065475       -143.64
0.032991        0.032562       0.070305       -143.81
0.033355        0.025615       0.068531       -143.27
0.029659        0.049652       0.067574       -144.54
0.024516        0.027610       0.075180       -143.13
0.031848        0.024011       0.076451       -143.38
0.041508        0.026706       0.076350       -144.05
0.022377        0.029817       0.060658       -142.50
0.025551        0.034387       0.058874       -143.50
0.029709        0.026217       0.061930       -142.79
0.026064        0.026819       0.055328       -142.23
0.018983        0.035183       0.058637       -143.11
0.022157        0.039753       0.056852       -144.10
0.022670        0.032185       0.053307       -142.97
0.019277        0.037551       0.051285       -143.90
0.044870        0.012774       0.074910       -143.66
0.040141        0.020203       0.076426       -143.70
0.041647        0.021808       0.068506       -143.70
0.020508        0.026964       0.045868       -141.17
0.015868        0.030110       0.049678       -141.52
0.023286        0.026891       0.050598       -141.72
0.018646        0.030038       0.054408       -141.93
0.019892        0.032257       0.048576       -142.86
0.015252        0.035404       0.052387       -143.00
0.014959        0.033035       0.059738       -142.44
0.026270        0.011699       0.058767       -139.38
0.029812        0.018657       0.063649       -141.84
0.032781        0.015918       0.059062       -141.57
0.036324        0.022876       0.063944       -143.20
0.039293        0.020137       0.059357       -143.28
0.026167        0.019259       0.057048       -140.67
0.032678        0.023478       0.057343       -142.70
0.030844        0.011759       0.055961       -140.10
0.030741        0.019320       0.054242       -141.47
0.037356        0.015978       0.056256       -142.41
0.035418        0.011820       0.053155       -141.16
0.036284        0.0079414      0.060566       -141.43
0.042796        0.012160       0.060862       -143.04
0.040859        0.0080021      0.057760       -142.27
0.025065        0.014582       0.053625       -138.72
0.024962        0.022142       0.051906       -140.66
0.029639        0.014643       0.050819       -139.75
0.023860        0.017465       0.048484       -138.27
0.030098        0.015424       0.077327       -142.77
0.027887        0.0092653      0.078581       -142.37
0.044616        0.019068       0.063919       -143.80
0.039897        0.013221       0.069382       -143.00
0.034574        0.014289       0.064820       -142.14
0.038077        0.0063133      0.066324       -142.10
0.031605        0.017029       0.069407       -142.36
0.028062        0.010071       0.064525       -140.53
0.015977        0.026665       0.061502       -141.29
0.019663        0.023668       0.056172       -140.46
0.016885        0.023740       0.051442       -139.37
0.019766        0.016107       0.057891       -138.78
0.018561        0.018991       0.052750       -138.19
0.012075        0.022849       0.050589       -137.94
0.015697        0.026073       0.045015       -139.48
0.022184        0.022215       0.047176       -139.55
0.017373        0.021324       0.046323       -137.47
0.0093451       0.032524       0.070372       -142.65
0.015162        0.0084723      0.061263       -137.22
0.020716        0.010085       0.060015       -138.17
0.022509        0.0084573      0.065773       -139.63
0.018678        0.0058038      0.059637       -136.84
0.024232        0.0074170      0.058389       -138.01
0.022660        0.019260       0.078596       -142.64
0.016834        0.024464       0.069405       -141.86
0.015070        0.012293       0.067042       -139.47
0.020624        0.013906       0.065794       -140.11
0.014213        0.014494       0.059139       -137.74
0.024166        0.020865       0.070676       -142.11
0.020521        0.021467       0.064075       -141.08
0.020449        0.013101       0.079851       -142.23
0.025417        3.5495E-4      0.088539       -143.04
0.015171        0.018913       0.087318       -143.21
0.012960        0.012754       0.088573       -142.97
0.039245        0.088300       0.056803       -140.64
0.031767        0.090487       0.054186       -142.00
0.035587        0.094313       0.059645       -140.92
0.037667        0.092083       0.052093       -139.79
0.032961        0.090298       0.044604       -141.84
0.037848        0.091553       0.043162       -138.88
0.035314        0.091190       0.048349       -140.56
0.042735        0.092808       0.041719       -134.51
0.040201        0.092446       0.046906       -137.77
0.036272        0.088228       0.044658       -140.94
0.041158        0.089483       0.043216       -137.70
0.038624        0.089120       0.048402       -139.78
0.039582        0.086158       0.044712       -140.15
0.040459        0.089524       0.051676       -139.36
0.042993        0.089887       0.046489       -137.22
0.043252        0.086965       0.051259       -139.07
0.041417        0.086562       0.047985       -139.43
0.035016        0.095481       0.043595       -139.30
0.037369        0.096374       0.047340       -138.19
0.039903        0.096736       0.042153       -135.07
0.029414        0.089594       0.050442       -142.84
0.032152        0.095203       0.048894       -141.02
0.028604        0.094500       0.054731       -142.33
0.030542        0.093377       0.044064       -142.26
0.026995        0.092673       0.049901       -143.11
0.029733        0.098282       0.048353       -141.52
0.028124        0.096455       0.043523       -142.83
0.034207        0.10039        0.047885       -139.11
0.034504        0.096096       0.052638       -140.22
0.032598        0.098560       0.043055       -140.05
0.032424        0.098326       0.060189       -141.32
0.024542        0.097341       0.060230       -143.01
0.032466        0.10139        0.044526       -139.61
0.027992        0.099288       0.044994       -142.29
0.029601        0.10111        0.049824       -141.24
0.027861        0.10212        0.046466       -141.91
0.028171        0.10699        0.048427       -141.36
0.029897        0.10426        0.045381       -140.72
0.047733        0.086209       0.041223       -135.05
0.050240        0.081782       0.042483       -137.17
0.046356        0.082123       0.045362       -139.03
0.052747        0.077356       0.043743       -139.30
0.048863        0.077696       0.046622       -140.38
0.046618        0.083228       0.040204       -137.71
0.049125        0.078802       0.041464       -139.62
0.045240        0.079142       0.044342       -140.87
0.045502        0.080247       0.039185       -140.58
0.045493        0.086587       0.046241       -137.40
